
2018-05-11 23:58:33	http://bbs.78dm.net
http://bbs.78dm.net	管理组：['管理员', '超级版主', '版主']
http://bbs.78dm.net	成功收听	5174749
http://bbs.78dm.net	成功收听	5143629
http://bbs.78dm.net	成功收听	180293
http://bbs.78dm.net	成功收听	1499087
http://bbs.78dm.net	成功收听	664120
http://bbs.78dm.net	成功收听	3615668
http://bbs.78dm.net	成功收听	23151
http://bbs.78dm.net	成功收听	5058748
http://bbs.78dm.net	成功收听	5174750
http://bbs.78dm.net	成功收听	3722332
http://bbs.78dm.net	成功收听	2090261
http://bbs.78dm.net	成功收听	401929
http://bbs.78dm.net	成功收听	5001977
http://bbs.78dm.net	成功收听	5174751
http://bbs.78dm.net	成功收听	3637409
http://bbs.78dm.net	成功收听	49244
http://bbs.78dm.net	成功收听	5141008
http://bbs.78dm.net	成功收听	3750052
http://bbs.78dm.net	成功收听	41480
http://bbs.78dm.net	成功收听	48155
http://bbs.78dm.net	成功收听	5148188
http://bbs.78dm.net	成功收听	52180
http://bbs.78dm.net	成功收听	3735863
http://bbs.78dm.net	成功收听	5129740
http://bbs.78dm.net	成功收听	3600803
http://bbs.78dm.net	成功收听	182223
http://bbs.78dm.net	成功收听	5174752
http://bbs.78dm.net	成功收听	297464
http://bbs.78dm.net	成功收听	3664217
http://bbs.78dm.net	成功收听	3545080
http://bbs.78dm.net	成功收听	247123
http://bbs.78dm.net	成功收听	5143355
http://bbs.78dm.net	成功收听	5174753
http://bbs.78dm.net	成功收听	5173134
http://bbs.78dm.net	成功收听	5172515
http://bbs.78dm.net	成功收听	193276
http://bbs.78dm.net	成功收听	363533
http://bbs.78dm.net	成功收听	5169712
http://bbs.78dm.net	成功收听	5169883
http://bbs.78dm.net	成功收听	4844038
http://bbs.78dm.net	成功收听	592432
http://bbs.78dm.net	成功收听	3102197
http://bbs.78dm.net	成功收听	245211
http://bbs.78dm.net	成功收听	4997118
http://bbs.78dm.net	成功收听	5174754
http://bbs.78dm.net	成功收听	2929401
http://bbs.78dm.net	成功收听	5174755
http://bbs.78dm.net	成功收听	3653350
http://bbs.78dm.net	成功收听	49339
http://bbs.78dm.net	成功收听	3833555
http://bbs.78dm.net	成功收听	57941
http://bbs.78dm.net	成功收听	5100866
http://bbs.78dm.net	成功收听	5171430
http://bbs.78dm.net	成功收听	54098
http://bbs.78dm.net	成功收听	21985
http://bbs.78dm.net	成功收听	262564
http://bbs.78dm.net	成功收听	5172112
http://bbs.78dm.net	成功收听	5131084
http://bbs.78dm.net	成功收听	5155221
http://bbs.78dm.net	成功收听	87753
http://bbs.78dm.net	成功收听	5174756
http://bbs.78dm.net	成功收听	3379044
http://bbs.78dm.net	成功收听	37144
http://bbs.78dm.net	成功收听	5173903
http://bbs.78dm.net	成功收听	98318
http://bbs.78dm.net	成功收听	55593
http://bbs.78dm.net	成功收听	5142161
http://bbs.78dm.net	成功收听	3358949
http://bbs.78dm.net	成功收听	3840157
http://bbs.78dm.net	成功收听	824528
http://bbs.78dm.net	成功收听	3387561
http://bbs.78dm.net	成功收听	49536
http://bbs.78dm.net	成功收听	3193267
http://bbs.78dm.net	成功收听	27338
http://bbs.78dm.net	成功收听	5129310
http://bbs.78dm.net	成功收听	5131890
http://bbs.78dm.net	成功收听	68252
http://bbs.78dm.net	成功收听	3587669
http://bbs.78dm.net	成功收听	338485
http://bbs.78dm.net	成功收听	5174546
http://bbs.78dm.net	成功收听	5127212
http://bbs.78dm.net	成功收听	5174757
http://bbs.78dm.net	成功收听	5139969
http://bbs.78dm.net	成功收听	5085223
http://bbs.78dm.net	成功收听	5174548
http://bbs.78dm.net	成功收听	5127268
http://bbs.78dm.net	成功收听	3627613
http://bbs.78dm.net	成功收听	178055
http://bbs.78dm.net	成功收听	5174549
http://bbs.78dm.net	成功收听	5109152
http://bbs.78dm.net	成功收听	5174550
http://bbs.78dm.net	成功收听	13880
http://bbs.78dm.net	成功收听	298187
http://bbs.78dm.net	成功收听	5174552
http://bbs.78dm.net	成功收听	5141789
http://bbs.78dm.net	成功收听	5174553
http://bbs.78dm.net	成功收听	3844035
http://bbs.78dm.net	成功收听	5143636
http://bbs.78dm.net	成功收听	5146891
http://bbs.78dm.net	成功收听	5174554
http://bbs.78dm.net	成功收听	49569
http://bbs.78dm.net	成功收听	5174153
http://bbs.78dm.net	成功收听	5153272
http://bbs.78dm.net	成功收听	5050301
http://bbs.78dm.net	成功收听	45136
http://bbs.78dm.net	成功收听	5109243
http://bbs.78dm.net	成功收听	3626625
http://bbs.78dm.net	成功收听	5060505
http://bbs.78dm.net	成功收听	5174555
http://bbs.78dm.net	成功收听	5097090
http://bbs.78dm.net	成功收听	3842632
http://bbs.78dm.net	成功收听	173347
http://bbs.78dm.net	成功收听	5169512
http://bbs.78dm.net	成功收听	3662464
http://bbs.78dm.net	成功收听	3808643
http://bbs.78dm.net	成功收听	3249939
http://bbs.78dm.net	成功收听	2856262
http://bbs.78dm.net	成功收听	5080313
http://bbs.78dm.net	成功收听	5094083
http://bbs.78dm.net	成功收听	5174564
http://bbs.78dm.net	成功收听	5155575
http://bbs.78dm.net	成功收听	5174761
http://bbs.78dm.net	成功收听	2870796
http://bbs.78dm.net	成功收听	3688476
http://bbs.78dm.net	成功收听	3359023
http://bbs.78dm.net	成功收听	5174580
http://bbs.78dm.net	成功收听	184775
http://bbs.78dm.net	成功收听	47380
http://bbs.78dm.net	成功收听	3673263
http://bbs.78dm.net	成功收听	273276
http://bbs.78dm.net	成功收听	98681
http://bbs.78dm.net	成功收听	5102673
http://bbs.78dm.net	成功收听	5174762
http://bbs.78dm.net	成功收听	5161047
http://bbs.78dm.net	成功收听	33291
http://bbs.78dm.net	成功收听	5093692
http://bbs.78dm.net	成功收听	5069875
http://bbs.78dm.net	成功收听	4991127
http://bbs.78dm.net	成功收听	312469
http://bbs.78dm.net	成功收听	5169906
http://bbs.78dm.net	成功收听	3844208
http://bbs.78dm.net	成功收听	384565
http://bbs.78dm.net	成功收听	5164815
http://bbs.78dm.net	成功收听	49516
http://bbs.78dm.net	成功收听	2844983
http://bbs.78dm.net	成功收听	5143137
http://bbs.78dm.net	成功收听	213685
http://bbs.78dm.net	成功收听	3832578
http://bbs.78dm.net	成功收听	3810733
http://bbs.78dm.net	成功收听	5102841
http://bbs.78dm.net	成功收听	5174763
http://bbs.78dm.net	成功收听	103003
http://bbs.78dm.net	成功收听	520613
http://bbs.78dm.net	成功收听	109796
http://bbs.78dm.net	成功收听	4827011
http://bbs.78dm.net	成功收听	5171972
http://bbs.78dm.net	成功收听	2774110
http://bbs.78dm.net	成功收听	3818662
http://bbs.78dm.net	成功收听	40014
http://bbs.78dm.net	成功收听	5099264
http://bbs.78dm.net	成功收听	5141607
http://bbs.78dm.net	成功收听	125301
http://bbs.78dm.net	成功收听	5174054
http://bbs.78dm.net	成功收听	3478827
http://bbs.78dm.net	成功收听	2120357
http://bbs.78dm.net	成功收听	5050344
http://bbs.78dm.net	成功收听	5168362
http://bbs.78dm.net	成功收听	288536
http://bbs.78dm.net	成功收听	5174764
http://bbs.78dm.net	成功收听	3584800
http://bbs.78dm.net	成功收听	584715
http://bbs.78dm.net	成功收听	4825234
http://bbs.78dm.net	成功收听	24057
http://bbs.78dm.net	成功收听	2766303
http://bbs.78dm.net	成功收听	3622726
http://bbs.78dm.net	成功收听	3368745
http://bbs.78dm.net	成功收听	5174765
http://bbs.78dm.net	成功收听	48000
http://bbs.78dm.net	成功收听	37014
http://bbs.78dm.net	成功收听	2641773
http://bbs.78dm.net	成功收听	5068627
http://bbs.78dm.net	成功收听	5170190
http://bbs.78dm.net	成功收听	5144147
http://bbs.78dm.net	成功收听	5174671
http://bbs.78dm.net	成功收听	1110755
http://bbs.78dm.net	成功收听	4758519
http://bbs.78dm.net	成功收听	3552615
http://bbs.78dm.net	成功收听	3496641
http://bbs.78dm.net	成功收听	5148215
http://bbs.78dm.net	成功收听	5084713
http://bbs.78dm.net	成功收听	192221
http://bbs.78dm.net	成功收听	2319868
http://bbs.78dm.net	成功收听	2822565
http://bbs.78dm.net	成功收听	5107511
http://bbs.78dm.net	成功收听	5145419
http://bbs.78dm.net	成功收听	5143399
http://bbs.78dm.net	成功收听	84631
http://bbs.78dm.net	成功收听	1886707
http://bbs.78dm.net	成功收听	28454
http://bbs.78dm.net	成功收听	2101617
http://bbs.78dm.net	成功收听	3719976
http://bbs.78dm.net	成功收听	114357
http://bbs.78dm.net	成功收听	502116
http://bbs.78dm.net	成功收听	5170050
http://bbs.78dm.net	成功收听	386821
http://bbs.78dm.net	成功收听	5174766
http://bbs.78dm.net	成功收听	36797
http://bbs.78dm.net	成功收听	256630
http://bbs.78dm.net	成功收听	3801118
http://bbs.78dm.net	成功收听	18891
http://bbs.78dm.net	成功收听	2089375
http://bbs.78dm.net	成功收听	5111440
http://bbs.78dm.net	成功收听	3518332
http://bbs.78dm.net	成功收听	5129083
http://bbs.78dm.net	成功收听	3223732
http://bbs.78dm.net	成功收听	3073752
http://bbs.78dm.net	成功收听	5100153
http://bbs.78dm.net	成功收听	2349970
http://bbs.78dm.net	成功收听	5174767
http://bbs.78dm.net	成功收听	4845307
http://bbs.78dm.net	成功收听	371937
http://bbs.78dm.net	成功收听	4758547
http://bbs.78dm.net	成功收听	457825
http://bbs.78dm.net	成功收听	3253371
http://bbs.78dm.net	成功收听	4849160
http://bbs.78dm.net	成功收听	5171184
http://bbs.78dm.net	成功收听	5089044
http://bbs.78dm.net	成功收听	5156165
http://bbs.78dm.net	成功收听	4824261
http://bbs.78dm.net	成功收听	4840568
http://bbs.78dm.net	成功收听	5171048
http://bbs.78dm.net	成功收听	26026
http://bbs.78dm.net	成功收听	5065107
http://bbs.78dm.net	成功收听	13655
http://bbs.78dm.net	成功收听	3726297
http://bbs.78dm.net	成功收听	343953
http://bbs.78dm.net	成功收听	3782554
http://bbs.78dm.net	成功收听	412849
http://bbs.78dm.net	成功收听	47587
http://bbs.78dm.net	成功收听	1889635
http://bbs.78dm.net	成功收听	5168963
http://bbs.78dm.net	成功收听	5119897
http://bbs.78dm.net	成功收听	5174768
http://bbs.78dm.net	成功收听	38610
http://bbs.78dm.net	成功收听	5156286
http://bbs.78dm.net	成功收听	5148236
http://bbs.78dm.net	成功收听	366231
http://bbs.78dm.net	成功收听	332631
http://bbs.78dm.net	成功收听	3541542
http://bbs.78dm.net	成功收听	3785316
http://bbs.78dm.net	成功收听	57434
http://bbs.78dm.net	成功收听	354347
http://bbs.78dm.net	成功收听	3603205
http://bbs.78dm.net	成功收听	4833970
http://bbs.78dm.net	成功收听	3358872
http://bbs.78dm.net	成功收听	3660055
http://bbs.78dm.net	成功收听	2169191
http://bbs.78dm.net	成功收听	4843646
http://bbs.78dm.net	成功收听	5080892
http://bbs.78dm.net	成功收听	308148
http://bbs.78dm.net	成功收听	54171
http://bbs.78dm.net	成功收听	3388139
http://bbs.78dm.net	成功收听	5172138
http://bbs.78dm.net	成功收听	3046843
http://bbs.78dm.net	成功收听	2940227
http://bbs.78dm.net	成功收听	3411145
http://bbs.78dm.net	成功收听	5041115
http://bbs.78dm.net	成功收听	5147119
http://bbs.78dm.net	成功收听	3097397
http://bbs.78dm.net	成功收听	5100332
http://bbs.78dm.net	成功收听	3058492
http://bbs.78dm.net	成功收听	285572
http://bbs.78dm.net	成功收听	5142599
http://bbs.78dm.net	成功收听	146730
http://bbs.78dm.net	成功收听	3783414
http://bbs.78dm.net	成功收听	4850003
http://bbs.78dm.net	成功收听	2593777
http://bbs.78dm.net	成功收听	3384091
http://bbs.78dm.net	成功收听	3136644
http://bbs.78dm.net	成功收听	5107737
http://bbs.78dm.net	成功收听	3592992
http://bbs.78dm.net	成功收听	812690
http://bbs.78dm.net	成功收听	5156125
http://bbs.78dm.net	成功收听	3459184
http://bbs.78dm.net	成功收听	612054
http://bbs.78dm.net	成功收听	159227
http://bbs.78dm.net	成功收听	358515
http://bbs.78dm.net	成功收听	279773
http://bbs.78dm.net	成功收听	800777
http://bbs.78dm.net	成功收听	2091827
http://bbs.78dm.net	成功收听	5106223
http://bbs.78dm.net	成功收听	5146713
http://bbs.78dm.net	成功收听	3593291
http://bbs.78dm.net	成功收听	4847666
http://bbs.78dm.net	成功收听	50507
http://bbs.78dm.net	成功收听	4833076
http://bbs.78dm.net	成功收听	55084
http://bbs.78dm.net	成功收听	5068736
http://bbs.78dm.net	成功收听	53944
http://bbs.78dm.net	成功收听	5053149
http://bbs.78dm.net	成功收听	5141606
http://bbs.78dm.net	成功收听	5174095
http://bbs.78dm.net	成功收听	5174769
http://bbs.78dm.net	成功收听	5045759
http://bbs.78dm.net	成功收听	53997
http://bbs.78dm.net	成功收听	5151933
http://bbs.78dm.net	成功收听	5046124
http://bbs.78dm.net	成功收听	135700
http://bbs.78dm.net	成功收听	3576873
http://bbs.78dm.net	成功收听	5173992
http://bbs.78dm.net	成功收听	52436
http://bbs.78dm.net	成功收听	5119498
http://bbs.78dm.net	成功收听	52577
http://bbs.78dm.net	成功收听	2357642
http://bbs.78dm.net	成功收听	5172298
http://bbs.78dm.net	成功收听	3155837
http://bbs.78dm.net	成功收听	368821
http://bbs.78dm.net	成功收听	2843638
http://bbs.78dm.net	成功收听	242833
http://bbs.78dm.net	成功收听	3407800
http://bbs.78dm.net	成功收听	54830
http://bbs.78dm.net	成功收听	5171222
http://bbs.78dm.net	成功收听	5075698
http://bbs.78dm.net	成功收听	2991481
http://bbs.78dm.net	成功收听	5174770
http://bbs.78dm.net	成功收听	4989
http://bbs.78dm.net	成功收听	2070601
http://bbs.78dm.net	成功收听	5148032
http://bbs.78dm.net	成功收听	5174771
http://bbs.78dm.net	成功收听	3484723
http://bbs.78dm.net	成功收听	5143617
http://bbs.78dm.net	成功收听	5168821
http://bbs.78dm.net	成功收听	52571
http://bbs.78dm.net	成功收听	187146
http://bbs.78dm.net	成功收听	1092235
http://bbs.78dm.net	成功收听	240370
http://bbs.78dm.net	成功收听	57403
http://bbs.78dm.net	成功收听	3608388
http://bbs.78dm.net	成功收听	283639
http://bbs.78dm.net	成功收听	57953
http://bbs.78dm.net	成功收听	59280
http://bbs.78dm.net	成功收听	3232631
http://bbs.78dm.net	成功收听	5157930
http://bbs.78dm.net	成功收听	119611
http://bbs.78dm.net	成功收听	3572877
http://bbs.78dm.net	成功收听	348182
http://bbs.78dm.net	成功收听	3800964
http://bbs.78dm.net	成功收听	120369
http://bbs.78dm.net	成功收听	2553790
http://bbs.78dm.net	成功收听	4994388
http://bbs.78dm.net	成功收听	352501
http://bbs.78dm.net	成功收听	3739342
http://bbs.78dm.net	成功收听	3664387
http://bbs.78dm.net	成功收听	4840885
http://bbs.78dm.net	成功收听	614599
http://bbs.78dm.net	成功收听	5156198
http://bbs.78dm.net	成功收听	3733623
http://bbs.78dm.net	成功收听	5071238
http://bbs.78dm.net	成功收听	138310
http://bbs.78dm.net	成功收听	5001090
http://bbs.78dm.net	成功收听	29210
http://bbs.78dm.net	成功收听	5148208
http://bbs.78dm.net	成功收听	5061477
http://bbs.78dm.net	成功收听	47819
http://bbs.78dm.net	成功收听	189060
http://bbs.78dm.net	成功收听	5146782
http://bbs.78dm.net	成功收听	229045
http://bbs.78dm.net	成功收听	5071972
http://bbs.78dm.net	成功收听	5174127
http://bbs.78dm.net	成功收听	40770
http://bbs.78dm.net	成功收听	5060852
http://bbs.78dm.net	成功收听	3825649
http://bbs.78dm.net	成功收听	4999359
http://bbs.78dm.net	成功收听	5148062
http://bbs.78dm.net	成功收听	3454248
http://bbs.78dm.net	成功收听	5082795
http://bbs.78dm.net	成功收听	3444474
http://bbs.78dm.net	成功收听	5173103
http://bbs.78dm.net	成功收听	3838995
http://bbs.78dm.net	成功收听	131604
http://bbs.78dm.net	成功收听	1120927
http://bbs.78dm.net	成功收听	4837069
http://bbs.78dm.net	成功收听	3707772
http://bbs.78dm.net	成功收听	171902
http://bbs.78dm.net	成功收听	3757567
http://bbs.78dm.net	成功收听	5154512
http://bbs.78dm.net	成功收听	5070095
http://bbs.78dm.net	成功收听	5174772
http://bbs.78dm.net	成功收听	398440
http://bbs.78dm.net	成功收听	144252
http://bbs.78dm.net	成功收听	4989341
http://bbs.78dm.net	成功收听	5171223
http://bbs.78dm.net	成功收听	3801194
http://bbs.78dm.net	成功收听	549699
http://bbs.78dm.net	成功收听	5119893
http://bbs.78dm.net	成功收听	3458814
http://bbs.78dm.net	成功收听	3813830
http://bbs.78dm.net	成功收听	5174773
http://bbs.78dm.net	成功收听	2028246
http://bbs.78dm.net	成功收听	140534
http://bbs.78dm.net	成功收听	5174775
http://bbs.78dm.net	成功收听	386970
http://bbs.78dm.net	成功收听	4923015
http://bbs.78dm.net	成功收听	5115384
http://bbs.78dm.net	成功收听	5056614
http://bbs.78dm.net	成功收听	5041054
http://bbs.78dm.net	成功收听	2968224
http://bbs.78dm.net	成功收听	5168426
http://bbs.78dm.net	成功收听	5073519
http://bbs.78dm.net	成功收听	165876
http://bbs.78dm.net	成功收听	5167401
http://bbs.78dm.net	成功收听	5168488
http://bbs.78dm.net	成功收听	5156383
http://bbs.78dm.net	成功收听	145354
http://bbs.78dm.net	成功收听	5121971
http://bbs.78dm.net	成功收听	460383
http://bbs.78dm.net	成功收听	385468
http://bbs.78dm.net	成功收听	5144926
http://bbs.78dm.net	成功收听	3769243
http://bbs.78dm.net	成功收听	4857851
http://bbs.78dm.net	成功收听	264636
http://bbs.78dm.net	成功收听	4851091
http://bbs.78dm.net	成功收听	3805403
http://bbs.78dm.net	成功收听	82637
http://bbs.78dm.net	成功收听	5101675
http://bbs.78dm.net	成功收听	5154664
http://bbs.78dm.net	成功收听	3739658
http://bbs.78dm.net	成功收听	41316
http://bbs.78dm.net	成功收听	3804029
http://bbs.78dm.net	成功收听	2851436
http://bbs.78dm.net	成功收听	3820896
http://bbs.78dm.net	成功收听	323254
http://bbs.78dm.net	成功收听	177268
http://bbs.78dm.net	成功收听	120772
http://bbs.78dm.net	成功收听	5174776
http://bbs.78dm.net	成功收听	2385238
http://bbs.78dm.net	成功收听	182168
http://bbs.78dm.net	成功收听	3355080
http://bbs.78dm.net	成功收听	5143650
http://bbs.78dm.net	成功收听	5066198
http://bbs.78dm.net	成功收听	3828992
http://bbs.78dm.net	成功收听	1887436
http://bbs.78dm.net	成功收听	3770611
http://bbs.78dm.net	成功收听	247337
http://bbs.78dm.net	成功收听	5172246
http://bbs.78dm.net	成功收听	4920492
http://bbs.78dm.net	成功收听	3579805
http://bbs.78dm.net	成功收听	337166
http://bbs.78dm.net	成功收听	2074503
http://bbs.78dm.net	成功收听	1477712
http://bbs.78dm.net	成功收听	220750
http://bbs.78dm.net	成功收听	3326623
http://bbs.78dm.net	成功收听	5146505
http://bbs.78dm.net	成功收听	31247
http://bbs.78dm.net	成功收听	93420
http://bbs.78dm.net	成功收听	1569360
http://bbs.78dm.net	成功收听	4992313
http://bbs.78dm.net	成功收听	3690705
http://bbs.78dm.net	成功收听	3612890
http://bbs.78dm.net	成功收听	3628581
http://bbs.78dm.net	成功收听	177749
http://bbs.78dm.net	成功收听	28406
http://bbs.78dm.net	成功收听	4986338
http://bbs.78dm.net	成功收听	5174777
http://bbs.78dm.net	成功收听	5158090
http://bbs.78dm.net	成功收听	3098743
http://bbs.78dm.net	成功收听	4838820
http://bbs.78dm.net	成功收听	120990
http://bbs.78dm.net	成功收听	180793
http://bbs.78dm.net	成功收听	5073470
http://bbs.78dm.net	成功收听	5134275
http://bbs.78dm.net	成功收听	54026
http://bbs.78dm.net	成功收听	47804
http://bbs.78dm.net	成功收听	55935
http://bbs.78dm.net	成功收听	500333
http://bbs.78dm.net	成功收听	3679476
http://bbs.78dm.net	成功收听	4848534
http://bbs.78dm.net	成功收听	4823904
http://bbs.78dm.net	成功收听	3841522
http://bbs.78dm.net	成功收听	5119826
http://bbs.78dm.net	成功收听	58100
http://bbs.78dm.net	成功收听	3766827
http://bbs.78dm.net	成功收听	5174778
http://bbs.78dm.net	成功收听	22345
http://bbs.78dm.net	成功收听	5174779
http://bbs.78dm.net	成功收听	5103793
http://bbs.78dm.net	成功收听	280584
http://bbs.78dm.net	成功收听	3451692
http://bbs.78dm.net	成功收听	5109743
http://bbs.78dm.net	成功收听	5102577
http://bbs.78dm.net	成功收听	3736754
http://bbs.78dm.net	成功收听	1330412
http://bbs.78dm.net	成功收听	3580548
http://bbs.78dm.net	成功收听	5168837
http://bbs.78dm.net	成功收听	58897
http://bbs.78dm.net	成功收听	4844364
http://bbs.78dm.net	成功收听	30309
http://bbs.78dm.net	成功收听	5168582
http://bbs.78dm.net	成功收听	2091394
http://bbs.78dm.net	成功收听	3120683
http://bbs.78dm.net	成功收听	5143642
http://bbs.78dm.net	成功收听	3824189
http://bbs.78dm.net	成功收听	3407556
http://bbs.78dm.net	成功收听	5158350
http://bbs.78dm.net	成功收听	144516
http://bbs.78dm.net	成功收听	5154156
http://bbs.78dm.net	成功收听	125500
http://bbs.78dm.net	成功收听	5171775
http://bbs.78dm.net	成功收听	186337
http://bbs.78dm.net	成功收听	190089
http://bbs.78dm.net	成功收听	5116843
http://bbs.78dm.net	成功收听	371426
http://bbs.78dm.net	成功收听	2742639
http://bbs.78dm.net	成功收听	65149
http://bbs.78dm.net	成功收听	5166366
http://bbs.78dm.net	成功收听	54374
http://bbs.78dm.net	成功收听	5174780
http://bbs.78dm.net	成功收听	269482
http://bbs.78dm.net	成功收听	194620
http://bbs.78dm.net	成功收听	5174781
http://bbs.78dm.net	成功收听	3504969
http://bbs.78dm.net	成功收听	5174782
http://bbs.78dm.net	成功收听	5168537
http://bbs.78dm.net	成功收听	5066191
http://bbs.78dm.net	成功收听	27877
http://bbs.78dm.net	成功收听	298713
http://bbs.78dm.net	成功收听	3737061
http://bbs.78dm.net	成功收听	1128355
http://bbs.78dm.net	成功收听	5147964
http://bbs.78dm.net	成功收听	5153175
http://bbs.78dm.net	成功收听	5116488
http://bbs.78dm.net	成功收听	47205
http://bbs.78dm.net	成功收听	911949
http://bbs.78dm.net	成功收听	3767291
http://bbs.78dm.net	成功收听	5102060
http://bbs.78dm.net	成功收听	47871
http://bbs.78dm.net	成功收听	2474121
http://bbs.78dm.net	成功收听	2116369
http://bbs.78dm.net	成功收听	270786
http://bbs.78dm.net	成功收听	385556
http://bbs.78dm.net	成功收听	47146
http://bbs.78dm.net	成功收听	357241
http://bbs.78dm.net	成功收听	131614
http://bbs.78dm.net	成功收听	227384
http://bbs.78dm.net	成功收听	5137966
http://bbs.78dm.net	成功收听	5060904
http://bbs.78dm.net	成功收听	3782559
http://bbs.78dm.net	成功收听	402665
http://bbs.78dm.net	成功收听	184525
http://bbs.78dm.net	成功收听	5168611
http://bbs.78dm.net	成功收听	60831
http://bbs.78dm.net	成功收听	5143631
http://bbs.78dm.net	成功收听	5138912
http://bbs.78dm.net	成功收听	5163255
http://bbs.78dm.net	成功收听	3596739
http://bbs.78dm.net	成功收听	3702003
http://bbs.78dm.net	成功收听	2107671
http://bbs.78dm.net	成功收听	3133970
http://bbs.78dm.net	成功收听	4843572
http://bbs.78dm.net	成功收听	105786
http://bbs.78dm.net	成功收听	3371026
http://bbs.78dm.net	成功收听	3546858
http://bbs.78dm.net	成功收听	126743
http://bbs.78dm.net	成功收听	3829973
http://bbs.78dm.net	成功收听	3719020
http://bbs.78dm.net	成功收听	42865
http://bbs.78dm.net	成功收听	3180740
http://bbs.78dm.net	成功收听	3737816
http://bbs.78dm.net	成功收听	4844316
http://bbs.78dm.net	成功收听	334997
http://bbs.78dm.net	成功收听	54236
http://bbs.78dm.net	成功收听	5173137
http://bbs.78dm.net	成功收听	4998719
http://bbs.78dm.net	成功收听	263187
http://bbs.78dm.net	成功收听	3765343
http://bbs.78dm.net	成功收听	5105990
http://bbs.78dm.net	成功收听	5153035
http://bbs.78dm.net	成功收听	75248
http://bbs.78dm.net	成功收听	1936475
http://bbs.78dm.net	成功收听	5147023
http://bbs.78dm.net	成功收听	5123892
http://bbs.78dm.net	成功收听	5108382
http://bbs.78dm.net	成功收听	33456
http://bbs.78dm.net	成功收听	5039872
http://bbs.78dm.net	成功收听	5144630
http://bbs.78dm.net	成功收听	12004
http://bbs.78dm.net	成功收听	827915
http://bbs.78dm.net	成功收听	5082167
http://bbs.78dm.net	成功收听	48380
http://bbs.78dm.net	成功收听	3722206
http://bbs.78dm.net	成功收听	5167378
http://bbs.78dm.net	成功收听	5159839
http://bbs.78dm.net	成功收听	5143569
http://bbs.78dm.net	成功收听	4988974
http://bbs.78dm.net	成功收听	5173391
http://bbs.78dm.net	成功收听	366573
http://bbs.78dm.net	成功收听	53024
http://bbs.78dm.net	成功收听	49370
http://bbs.78dm.net	成功收听	3662833
http://bbs.78dm.net	成功收听	3540949
http://bbs.78dm.net	成功收听	357171
http://bbs.78dm.net	成功收听	292017
http://bbs.78dm.net	成功收听	2427745
http://bbs.78dm.net	成功收听	31822
http://bbs.78dm.net	成功收听	4834249
http://bbs.78dm.net	成功收听	5168188
http://bbs.78dm.net	成功收听	142688
http://bbs.78dm.net	成功收听	2049955
http://bbs.78dm.net	成功收听	3123941
http://bbs.78dm.net	成功收听	598
http://bbs.78dm.net	成功收听	5159524
http://bbs.78dm.net	成功收听	5101139
http://bbs.78dm.net	成功收听	3384669
http://bbs.78dm.net	成功收听	3812414
http://bbs.78dm.net	成功收听	5174783
http://bbs.78dm.net	成功收听	4841200
http://bbs.78dm.net	成功收听	5092321
http://bbs.78dm.net	成功收听	42962
http://bbs.78dm.net	成功收听	112833
http://bbs.78dm.net	成功收听	3058307
http://bbs.78dm.net	成功收听	39439
http://bbs.78dm.net	成功收听	5168591
http://bbs.78dm.net	成功收听	5174786
http://bbs.78dm.net	成功收听	5174787
http://bbs.78dm.net	成功收听	212434
http://bbs.78dm.net	成功收听	383348
http://bbs.78dm.net	成功收听	5107307
http://bbs.78dm.net	成功收听	1995385
http://bbs.78dm.net	成功收听	3114130
http://bbs.78dm.net	成功收听	5174118
http://bbs.78dm.net	成功收听	32052
http://bbs.78dm.net	成功收听	2396970
http://bbs.78dm.net	成功收听	3745350
http://bbs.78dm.net	成功收听	38965
http://bbs.78dm.net	成功收听	91456
http://bbs.78dm.net	成功收听	133240
http://bbs.78dm.net	成功收听	3731827
http://bbs.78dm.net	成功收听	48865
http://bbs.78dm.net	成功收听	5148231
http://bbs.78dm.net	成功收听	3731532
http://bbs.78dm.net	成功收听	36217
http://bbs.78dm.net	成功收听	357276
http://bbs.78dm.net	成功收听	5143377
http://bbs.78dm.net	成功收听	4921386
http://bbs.78dm.net	成功收听	5123207
http://bbs.78dm.net	成功收听	32616
http://bbs.78dm.net	成功收听	5168638
http://bbs.78dm.net	成功收听	3597029
http://bbs.78dm.net	成功收听	253735
http://bbs.78dm.net	成功收听	5046205
http://bbs.78dm.net	成功收听	54862
http://bbs.78dm.net	成功收听	5041134
http://bbs.78dm.net	成功收听	3749112
http://bbs.78dm.net	成功收听	193919
http://bbs.78dm.net	成功收听	3732649
http://bbs.78dm.net	成功收听	5056928
http://bbs.78dm.net	成功收听	5164581
http://bbs.78dm.net	成功收听	5174790
http://bbs.78dm.net	成功收听	3485565
http://bbs.78dm.net	成功收听	5080237
http://bbs.78dm.net	成功收听	5082136
http://bbs.78dm.net	成功收听	3784134
http://bbs.78dm.net	成功收听	264676
http://bbs.78dm.net	成功收听	2925617
http://bbs.78dm.net	成功收听	5125243
http://bbs.78dm.net	成功收听	1972
http://bbs.78dm.net	成功收听	3598575
http://bbs.78dm.net	成功收听	5174791
http://bbs.78dm.net	成功收听	3690500
http://bbs.78dm.net	成功收听	5096363
http://bbs.78dm.net	成功收听	44225
http://bbs.78dm.net	成功收听	5160290
http://bbs.78dm.net	成功收听	3674460
http://bbs.78dm.net	成功收听	3847377
