
2018-05-11 23:58:51	http://nfootdv.com
http://nfootdv.com	管理组：['管理员', '超级版主', '版', '主', '实习版主', '超级版主', '原创嘉宾', '合作商家']
http://nfootdv.com	成功收听	343566
http://nfootdv.com	成功收听	119935
http://nfootdv.com	成功收听	188254
http://nfootdv.com	成功收听	327998
http://nfootdv.com	成功收听	355483
http://nfootdv.com	成功收听	244305
http://nfootdv.com	成功收听	291370
http://nfootdv.com	成功收听	337314
http://nfootdv.com	成功收听	175413
http://nfootdv.com	成功收听	181630
http://nfootdv.com	成功收听	383740
http://nfootdv.com	成功收听	383726
http://nfootdv.com	成功收听	314506
http://nfootdv.com	成功收听	314246
http://nfootdv.com	成功收听	81816
http://nfootdv.com	成功收听	314036
http://nfootdv.com	成功收听	377311
http://nfootdv.com	成功收听	313984
http://nfootdv.com	成功收听	365310
http://nfootdv.com	成功收听	313266
http://nfootdv.com	成功收听	162159
http://nfootdv.com	成功收听	34299
http://nfootdv.com	成功收听	81817
http://nfootdv.com	成功收听	355374
http://nfootdv.com	成功收听	387661
http://nfootdv.com	成功收听	353795
http://nfootdv.com	成功收听	364898
http://nfootdv.com	成功收听	174927
http://nfootdv.com	成功收听	379318
http://nfootdv.com	成功收听	387622
http://nfootdv.com	成功收听	300492
http://nfootdv.com	成功收听	388473
http://nfootdv.com	成功收听	386925
http://nfootdv.com	成功收听	109441
http://nfootdv.com	成功收听	346071
http://nfootdv.com	成功收听	18671
http://nfootdv.com	成功收听	379882
http://nfootdv.com	成功收听	387580
http://nfootdv.com	成功收听	388474
http://nfootdv.com	成功收听	120837
http://nfootdv.com	成功收听	374828
http://nfootdv.com	成功收听	368447
http://nfootdv.com	成功收听	162585
http://nfootdv.com	成功收听	603
http://nfootdv.com	成功收听	342817
http://nfootdv.com	成功收听	190519
http://nfootdv.com	成功收听	385954
http://nfootdv.com	成功收听	75061
http://nfootdv.com	成功收听	229761
http://nfootdv.com	成功收听	378272
http://nfootdv.com	成功收听	388202
http://nfootdv.com	成功收听	120116
http://nfootdv.com	成功收听	357632
http://nfootdv.com	成功收听	352679
http://nfootdv.com	成功收听	358695
http://nfootdv.com	成功收听	382941
http://nfootdv.com	成功收听	118205
http://nfootdv.com	成功收听	707
http://nfootdv.com	成功收听	388475
http://nfootdv.com	成功收听	348475
http://nfootdv.com	成功收听	363476
http://nfootdv.com	成功收听	334934
http://nfootdv.com	成功收听	365324
http://nfootdv.com	成功收听	322661
http://nfootdv.com	成功收听	388476
http://nfootdv.com	成功收听	112876
http://nfootdv.com	成功收听	307431
http://nfootdv.com	成功收听	50434
http://nfootdv.com	成功收听	356853
http://nfootdv.com	成功收听	112525
http://nfootdv.com	成功收听	387014
http://nfootdv.com	成功收听	118464
http://nfootdv.com	成功收听	14451
http://nfootdv.com	成功收听	38479
http://nfootdv.com	成功收听	35167
http://nfootdv.com	成功收听	351573
http://nfootdv.com	成功收听	79541
http://nfootdv.com	成功收听	37628
http://nfootdv.com	成功收听	294961
http://nfootdv.com	成功收听	20585
http://nfootdv.com	成功收听	352474
http://nfootdv.com	成功收听	382768
http://nfootdv.com	成功收听	342947
http://nfootdv.com	成功收听	203425
http://nfootdv.com	成功收听	23728
http://nfootdv.com	成功收听	383063
http://nfootdv.com	成功收听	332921
http://nfootdv.com	成功收听	388104
http://nfootdv.com	成功收听	372336
http://nfootdv.com	成功收听	195055
http://nfootdv.com	成功收听	388477
http://nfootdv.com	成功收听	380649
http://nfootdv.com	成功收听	13823
http://nfootdv.com	成功收听	76073
http://nfootdv.com	成功收听	387843
http://nfootdv.com	成功收听	81568
http://nfootdv.com	成功收听	387206
http://nfootdv.com	成功收听	160790
http://nfootdv.com	成功收听	24116
http://nfootdv.com	成功收听	379476
http://nfootdv.com	成功收听	336125
http://nfootdv.com	成功收听	289362
http://nfootdv.com	成功收听	366994
http://nfootdv.com	成功收听	11866
http://nfootdv.com	成功收听	387524
http://nfootdv.com	成功收听	388478
http://nfootdv.com	成功收听	371212
http://nfootdv.com	成功收听	165717
http://nfootdv.com	成功收听	357679
http://nfootdv.com	成功收听	113518
http://nfootdv.com	成功收听	7225
http://nfootdv.com	成功收听	195240
http://nfootdv.com	成功收听	12009
http://nfootdv.com	成功收听	388479
http://nfootdv.com	成功收听	346634
http://nfootdv.com	成功收听	191039
http://nfootdv.com	成功收听	386945
http://nfootdv.com	成功收听	387288
http://nfootdv.com	成功收听	342319
http://nfootdv.com	成功收听	297815
http://nfootdv.com	成功收听	368653
http://nfootdv.com	成功收听	365328
http://nfootdv.com	成功收听	366486
http://nfootdv.com	成功收听	280969
http://nfootdv.com	成功收听	385275
http://nfootdv.com	成功收听	388173
http://nfootdv.com	成功收听	375590
http://nfootdv.com	成功收听	371233
http://nfootdv.com	成功收听	342863
http://nfootdv.com	成功收听	338162
http://nfootdv.com	成功收听	181486
http://nfootdv.com	成功收听	81160
http://nfootdv.com	成功收听	374879
http://nfootdv.com	成功收听	383642
http://nfootdv.com	成功收听	319424
http://nfootdv.com	成功收听	351259
http://nfootdv.com	成功收听	242896
http://nfootdv.com	成功收听	379668
http://nfootdv.com	成功收听	19558
http://nfootdv.com	成功收听	4126
http://nfootdv.com	成功收听	387717
http://nfootdv.com	成功收听	377106
http://nfootdv.com	成功收听	373739
http://nfootdv.com	成功收听	242007
http://nfootdv.com	成功收听	388480
http://nfootdv.com	成功收听	340891
http://nfootdv.com	成功收听	6604
http://nfootdv.com	成功收听	36658
http://nfootdv.com	成功收听	43678
http://nfootdv.com	成功收听	363473
http://nfootdv.com	成功收听	1731
http://nfootdv.com	成功收听	122185
http://nfootdv.com	成功收听	388481
http://nfootdv.com	成功收听	16199
http://nfootdv.com	成功收听	41204
http://nfootdv.com	成功收听	173674
http://nfootdv.com	成功收听	1009
http://nfootdv.com	成功收听	11813
http://nfootdv.com	成功收听	362137
http://nfootdv.com	成功收听	388482
http://nfootdv.com	成功收听	363290
http://nfootdv.com	成功收听	316268
http://nfootdv.com	成功收听	117399
http://nfootdv.com	成功收听	312779
http://nfootdv.com	成功收听	16174
http://nfootdv.com	成功收听	42905
http://nfootdv.com	成功收听	120663
http://nfootdv.com	成功收听	371109
http://nfootdv.com	成功收听	756
http://nfootdv.com	成功收听	1333
http://nfootdv.com	成功收听	369845
http://nfootdv.com	成功收听	2801
http://nfootdv.com	成功收听	439
http://nfootdv.com	成功收听	388483
http://nfootdv.com	成功收听	114159
http://nfootdv.com	成功收听	379269
http://nfootdv.com	成功收听	23751
http://nfootdv.com	成功收听	343532
http://nfootdv.com	成功收听	217772
http://nfootdv.com	成功收听	34888
http://nfootdv.com	成功收听	388484
http://nfootdv.com	成功收听	222803
http://nfootdv.com	成功收听	383232
http://nfootdv.com	成功收听	164555
http://nfootdv.com	成功收听	17302
http://nfootdv.com	成功收听	388485
http://nfootdv.com	成功收听	211024
http://nfootdv.com	成功收听	388486
http://nfootdv.com	成功收听	266424
http://nfootdv.com	成功收听	387079
http://nfootdv.com	成功收听	363836
http://nfootdv.com	成功收听	364146
http://nfootdv.com	成功收听	231833
http://nfootdv.com	成功收听	2815
http://nfootdv.com	成功收听	266
http://nfootdv.com	成功收听	35086
http://nfootdv.com	成功收听	337020
http://nfootdv.com	成功收听	237078
http://nfootdv.com	成功收听	91969
http://nfootdv.com	成功收听	381911
http://nfootdv.com	成功收听	357857
http://nfootdv.com	成功收听	388487
http://nfootdv.com	成功收听	4492
http://nfootdv.com	成功收听	370037
http://nfootdv.com	成功收听	289507
http://nfootdv.com	成功收听	13931
http://nfootdv.com	成功收听	388488
http://nfootdv.com	成功收听	387287
http://nfootdv.com	成功收听	121927
http://nfootdv.com	成功收听	370971
http://nfootdv.com	成功收听	157557
http://nfootdv.com	成功收听	38238
http://nfootdv.com	成功收听	51833
http://nfootdv.com	成功收听	340337
http://nfootdv.com	成功收听	370590
http://nfootdv.com	成功收听	370391
http://nfootdv.com	成功收听	974
http://nfootdv.com	成功收听	378435
http://nfootdv.com	成功收听	18390
http://nfootdv.com	成功收听	15254
http://nfootdv.com	成功收听	41090
http://nfootdv.com	成功收听	314044
http://nfootdv.com	成功收听	2848
http://nfootdv.com	成功收听	127831
http://nfootdv.com	成功收听	377462
http://nfootdv.com	成功收听	265728
http://nfootdv.com	成功收听	76044
http://nfootdv.com	成功收听	161935
http://nfootdv.com	成功收听	204938
http://nfootdv.com	成功收听	388489
http://nfootdv.com	成功收听	310505
http://nfootdv.com	成功收听	336636
http://nfootdv.com	成功收听	313404
http://nfootdv.com	成功收听	380737
http://nfootdv.com	成功收听	34731
http://nfootdv.com	成功收听	54221
http://nfootdv.com	成功收听	316036
http://nfootdv.com	成功收听	71269
http://nfootdv.com	成功收听	197792
http://nfootdv.com	成功收听	388490
http://nfootdv.com	成功收听	378717
http://nfootdv.com	成功收听	5806
http://nfootdv.com	成功收听	375464
http://nfootdv.com	成功收听	76351
http://nfootdv.com	成功收听	388491
http://nfootdv.com	成功收听	388492
http://nfootdv.com	成功收听	190466
http://nfootdv.com	成功收听	2608
